Postalcode,latitude,longitude
5613656639,38.2429619464115,48.2921076178355
5614714457,38.239357293661435,48.282305342137114
5616667133,38.2606725946539,48.2741728805582
5616985359,38.277634057975064,48.26104626324537
5616695198,38.2623865285045,48.28797410372711
5618954116,38.21653547085186,48.29739892934671
5614788353,38.24657387320095,48.28264236015553
5613643175,38.2391485653582,48.294945845136816
5619843437,38.22434513395779,48.30204042157646
5617755983,38.276990279667494,48.29080968604845
5615749433,38.23999078163046,48.272032599708474
5614975479,38.26322648477673,48.30516467499288
5618684555,38.24422706716591,48.31154538606728
5614654315,38.25162083155322,48.29444646596549
5616744551,38.27763713141644,48.26986104913731
5614616456,38.250300258335564,48.29304854388054
5613669485,38.24746118371884,48.29836173615342
5613813886,38.24289649440294,48.30794350444047
5613676719,38.245084516419894,48.30128322486465
5671636144,39.373662681031526,48.33389784022249
5691876583,39.65064114035685,47.91573001961968
5691746519,39.648560021326496,47.90971928346073
5691964699,39.65234212879623,47.93406605715429
5691667394,39.64218088622095,47.904452886265474
5691863786,39.648146885274464,47.91462892335436
5691947977,39.65584172463417,47.924100300634265
5671633167,39.36847975756629,48.326257794719766
5691775915,39.653816227356366,47.90554002159271
5691935415,39.64943459983256,47.93082537974187
5661661588,38.40562920714385,47.67235372985927
5661857711,38.399918170249485,47.68690124340501
5661916111,38.382696679286234,47.657893877501614
5661813165,38.38906950071049,47.684364114058276
5661835893,38.39315228831969,47.68605685535361
5661863868,38.39860696058996,47.69075144649585
5661877491,38.385105550556254,47.6666664349108
5661816536,38.3809067714024,47.68276406962798
5661753185,38.406721110027114,47.683020915922604
5661865363,38.39905183830933,47.68922559439918
5661975859,38.39296987619044,47.67877048871508
5661967594,38.397417290498645,47.67742270360615
5661744516,38.406066554502964,47.67944720496358
5661764547,38.40486615525356,47.68618630334892
5661664717,38.40436865358567,47.67903739955097
5661943851,38.391872547729406,47.663323141508116
5661835844,38.393730023494086,47.685725272719765
5661811599,38.38146974529926,47.68361597056865
5661615833,38.39355243834537,47.65353144400922
5661615831,38.39355243834537,47.65353144400922
5661754486,38.41038595181614,47.68280390319083
5661916519,38.38591477802122,47.65407308784977
5661636757,38.39563342341074,47.66681043732983
5661636770,38.39587300186965,47.667372731528175
5661916519,38.38591477802122,47.65407308784977
5661615833,38.3935524383454,47.6535314440092
5661993563,38.38588290632151,47.668857079767456
5661865385,38.39878242066906,47.68972104819044
5661644111,38.40049680426326,47.66321667500547
5661634694,38.39728824986455,47.6674401107508
5661877146,38.384064375652066,47.66840382628355
5661744515,38.406066554502964,47.67944720496358
5661634694,38.3972882498646,47.6674401107508
5661877490,38.385105550556254,47.6666664349108
5661916519,38.3859147780212,47.6540730878498
5661863868,38.398606960589994,47.6907514464958
5661835831,38.39373492356863,47.686563306145125
5661831137,38.39472398953293,47.6859477478608
5661858366,38.40049976485508,47.68798649297699
5661764548,38.40466225960016,47.68589192891049
5651764564,39.04238880620675,48.06982392241678
5651614464,39.01887951335681,48.07443065653673
5651834165,39.03601659599067,48.080497934918206
5651838448,39.03825970675448,48.07749915853667
5651694376,39.01893603769669,48.086068321834475
5651653137,39.02327562140122,48.08023076880757
5651813343,39.02902023507261,48.08038041570952
5651837175,39.03567924202864,48.080635736689715
5631843115,38.427474619031464,48.483309440976996
8194811637,32.7070064499182,51.628873490565105
8189674375,32.68409045338842,51.63481263800769
8196837892,32.706593602128486,51.667634647581274
8194683111,32.71013035045707,51.612974877921566
8189173509,32.72896658495581,51.56286712099266
8187134371,32.70636964130945,51.594616460035205
8196111115,32.72624732823832,51.6559508387808
8194811437,32.70719843373495,51.629225588366126
8196153765,32.73253535560182,51.65620240511315
8139689331,32.68332664069316,51.64963194700969
8137685362,32.670600112670684,51.67043803538326
8194814545,32.704728882874804,51.63228315474842
8189118731,32.718570246623585,51.582984945895255
8187937743,32.684584348528084,51.59477796929256
8194894476,32.70784743005874,51.65733190165572
8139945456,32.69753310924426,51.62849890109924
5651657964,39.02188313609957,48.085116293404965
8136993161,32.66325050347747,51.65246534044895
5631663201,38.41167095819497,48.46355666107082
5631614965,38.42630328696733,48.481287359708205
8189173514,32.72900299507457,51.56324634264606
8187134374,32.70636964130945,51.594616460035205
8196149565,32.7308365489501,51.65676811683407
8187743351,32.66480590314993,51.62429092468414
8196835816,32.70406625387095,51.66550472789862
8381965371,33.37392456605131,52.368303494601804
8443149375,33.52710425485954,52.222920849978586
8186873131,32.65691429852999,51.612722137362866
8186873131,32.65691429852999,51.612722137362866
8133847795,32.64750413506324,51.65594054358659
8183784111,32.664681639963,51.64880054088304
8186733965,32.659105767041304,51.61664426154452
8135794691,32.6564491961492,51.662689366645424
8188616464,32.65311534149684,51.593312926518486
8185636196,32.64835954797745,51.61913928720166
8183854863,32.66209639290228,51.64802054146563
8186837831,32.65544251913355,51.605886906599466
8135614836,32.65376487147916,51.66669149300085
8186676661,32.66209640622018,51.64134589713206
8159965443,32.64614052474513,51.73351857164145
8154918441,32.65773947416415,51.690722532420835
8188767591,32.65664674183118,51.581064260436754
8153734885,32.643715874879966,51.685336216004266
8159954599,32.64712642256854,51.73250075901526
8154888313,32.65476860017817,51.69757881058354
8154888313,32.65476860017817,51.69757881058354
8154864534,32.65205597551674,51.69605745211143
8154964439,32.65779851860903,51.697756510534056
8158947881,32.639674476346464,51.71714085898962
8157776113,32.655711978795146,51.70465202734456
8157774811,32.6557265557425,51.704402485950446
8158864147,32.64122300647478,51.704263967611055
8157683464,32.64820342570126,51.709951488223005
8158638143,32.64992874702847,51.700393045037934
8157755669,32.656175129165064,51.700399315184285
8158989531,32.62933580384546,51.717706055016556
8154778447,32.65576979939796,51.69276007543297
8158699411,32.64380610916283,51.70626885381708
8158137914,32.635030902745434,51.72249021555466
8153976798,32.645322478616606,51.69428793367468
8157896833,32.65148143899321,51.71300079112785
8144956151,32.648759503624184,51.67460555391483
8144733731,32.64680907180426,51.67141789261515
8144653714,32.64259890076799,51.674312186071276
8154717911,32.648390054946084,51.69151053338645
8145845476,32.65437874787337,51.673000337015054
8154616911,32.649601923756315,51.682132789148575
8158953594,32.63780663617022,51.718110292774774
8143754571,0.0,0.0
8154643763,32.651785543002724,51.682547565238906
8179914387,32.54209206311355,51.6680924303407
8168844161,32.61351205615663,51.6746980753611
8165915193,32.62519711125973,51.687573985655696
8176964167,32.62552662601108,51.63062984411824
8143135117,32.48370447294993,51.76283479129651
8177934986,32.622369702727184,51.605202165529164
8174996581,32.60811965125462,51.61130764783562
8166774361,32.63189563222591,51.70026122176634
8176673881,32.63614745741755,51.638593597850274
8175934381,32.62424410056147,51.63845516588604
8174867964,32.6193903466671,51.60706708383881
8143185113,32.47987834707697,51.78400309896369
8143153653,32.4760745948281,51.76775247263026
8173655311,32.63744119669429,51.65941190323541
8164797763,32.63390791500217,51.67817234785113
8143197988,32.473656313140644,51.78511139354494
8169856559,32.59490024016175,51.67356897432549
8174833168,32.6144619459761,51.604143172061455
8173675371,32.636178997555476,51.66559319757173
8165774483,32.6327473074839,51.69105541706305
8143179914,32.481442332898624,51.77692472135175
8143176564,32.481744322802726,51.777838506614096
8143153653,32.4760745948281,51.7677524726303
8164664183,32.63487188552096,51.67694595518292
8163713743,32.63539881095302,51.666955518500394
8173695543,32.640577722786944,51.66478693712099
8143175717,32.48085802309607,51.77554369661479
8143114814,32.47832532614111,51.758922491641364
8179934989,32.5442919171222,51.67079476820184
8143168675,32.47656890890724,51.77626066931402
8168948464,32.612301019242686,51.66659176925228
8173936451,32.62382575333647,51.656598800681486
8174958583,32.60855272722397,51.60483402601905
8163877353,32.63261781583724,51.67019089967658
8174973312,32.60916504995006,51.610256265106564
8143146361,32.4831755432906,51.76844513846082
8175994861,32.62326978114877,51.64738432907208
8177835967,32.626274068381385,51.61020228749398
8166663554,32.63323639538586,51.69976610229842
8174748868,32.6221098118126,51.63215363955535
8179663417,32.6110118671525,51.619218158684305
8178855846,32.63575455712807,51.57811629454312
8178683437,32.621546357594795,51.60026643257036
8174896985,32.61865230295115,51.61410056009483
8177817575,32.623998540842855,51.60802505049458
8145147846,32.4882705366731,51.8034830232178
8178855846,32.635754557128095,51.5781162945431
8145116974,32.47548409801759,51.79110172765102
8165755931,32.63122642126173,51.69342108859051
8174835133,32.612580719103356,51.604636977476346
8165633331,32.63566428814451,51.68462469258222
8178714131,32.626247209600585,51.59685725054828
8178638969,32.61639366140983,51.58615475154102
8179944988,32.546222627027035,51.67844870253414
8174773111,32.62165243834647,51.65075794874389
8177953871,32.6211991272936,51.60133953250847
8179948556,32.54869159853514,51.68441850288251
8173975433,32.62430371498852,51.662977479519306
8143318357,32.491534591929685,51.75735758175312
8143318179,32.49864731357313,51.746755100858174
8173936471,32.62470514246097,51.656809165991035
8145115814,32.47636255811248,51.788098206709385
8173876941,32.6332913324453,51.657509621485985
8164783666,32.63473355492119,51.673249868398806
8168763681,32.61620401615352,51.67302247844189
8173914784,32.6243074815878,51.6532310842308
8166774561,32.63093902868637,51.69993628732923
8164735735,32.62817089047794,51.67432696902294
8196734719,32.7205523545004,51.660516631009955
8173756795,32.6329663370127,51.66428143592601
8145135350,32.47819628442444,51.795288759405096
8174773115,32.62216620518904,51.65079490172
8174675561,32.60775419552588,51.65878415150189
8174673471,32.60194428516065,51.664092512688036
8175933796,32.62469037132695,51.63864898813195
8169734755,32.59720027360771,51.669622203089034
8176666561,32.63545965559267,51.63917496446304
8168645731,32.62143436187845,51.66500229301099
8143167895,32.47465295864837,51.7768677176892
8174743331,32.62232345336305,51.62627955119768
8168665141,32.6193553406705,51.67009768544412
8173766331,32.635693216413486,51.66399395533509
8173676141,32.63686222581357,51.665602840181336
8173656691,32.63687430317187,51.659508021018354
8169857611,32.59490024016175,51.67356897432549
8175876794,32.63164697869514,51.65297083445079
8173743681,32.629941995716855,51.66322951987646
8168694973,32.615298788802846,51.668391358340216
8176663633,32.63501058441679,51.636228249065965
8174673554,32.5980633627536,51.664932943989896
8165666957,32.63351880806441,51.69062476876931
8168634993,32.619782961390065,51.66448328431499
8164765891,32.63219899534692,51.672195936082204
8165754861,32.63270734691817,51.69211730959154
8175934371,32.62423558345656,51.63860348627701
8176738133,32.63132039398735,51.63043730725633
8168977891,32.60988936036494,51.673557852428075
8176654851,32.63424231443818,51.63676440735021
8173966761,32.62370531960873,51.660392578822055
8168964191,32.61065191753228,51.67271783980624
8179937389,32.545032390704606,51.674372694977556
8143178358,32.484259058961555,51.77485047362036
8168765443,32.6148256514,51.6731524606
8174673554,32.5980633627536,51.664932943989896
8174673441,32.6077541955259,51.6587841515019
8178673133,32.614715468996806,51.5930051509981
8173637113,32.63934561185893,51.6556470413498
8175864915,32.63394876356376,51.6520488714358
8143177879,32.48275096324633,51.77322705693236
8175976193,32.62547869574778,51.649764776974145
8168946364,32.61147073729629,51.66828011815875
8173636461,32.63823294310717,51.655397008460056
8143199587,32.476784544403785,51.78285909399735
8199944739,32.66642266989383,51.712508817259334
8168645556,32.62138573373615,51.66582108745417
8176684411,32.63946040891581,51.64176125335941
8199876459,32.672616770103076,51.714766584366245
8197797958,32.70851166367022,51.71928972376558
8166845941,32.62729045096309,51.705885187554
8193635311,32.69570141150819,51.67664773049294
8199816587,32.677978119320485,51.71459506315922
8199177953,32.686426282992535,51.73255888351843
8163993851,32.62627196578302,51.66855672333404
8199718186,32.672763996458926,51.70492728026541
8199673179,32.667311443057756,51.709026792143014
8199613517,32.66326608456598,51.7052775981813
8199769411,32.676882804513966,51.70493887772566
8198144681,32.692207384665565,51.72705256010196
8198833918,32.68581932604051,51.69364071126346
8197963869,32.69831845833229,51.718907120861026
8199890012,32.67402770416228,51.72866271457113
8163893113,32.631190410561295,51.6660377853907
8197963869,32.6983184583323,51.718907120861005
8196946185,32.71699623179043,51.682947350598454
8155833365,32.6772309550703,51.68909831871985
8198615557,32.67835809968516,51.689299589569025
8196937483,32.716110989467666,51.67883897704358
8149763571,32.69059659426106,51.6752163966214
8155853171,32.67550738578525,51.692151128751725
8197643379,32.6982722022918,51.704831635043966
8196944436,32.715826936606966,51.68324788507448
8198959477,32.690132662762814,51.71592481447201
8193116417,32.739768237848985,51.658846064079725
8199687759,32.66972537753218,51.71088777380191
8199693113,32.67164774603349,51.708392489209636
8193953513,32.709614320137916,51.684320722184594
8148983391,32.680958263043046,51.67287663755382
8199755768,32.67669327440545,51.702116180028476
8199613951,32.66360407463608,51.704267393584075
8148956635,32.678081025298766,51.677042104367224
8193683637,32.699937340037835,51.67779447925395
8199719685,32.67481720281444,51.70471873870888
8197166174,32.714556181680216,51.73174661953724
8199687765,32.67023948320329,51.70904259088589
8193683716,32.700127491806946,51.67586788103316
8193937691,32.70805760398761,51.67683347893159
8199693455,32.672158817473594,51.70978018332311
8193974616,32.71417278347444,51.69488105132812
8199914561,32.66529397979837,51.71210402124256
8766159637,33.694645213338866,52.017017565420495
8148933413,32.67616620013689,51.674325667134696
8766174674,33.68787647606608,52.00672094848691
8741637374,34.04531699898229,51.47918347884069
8746136789,34.08132714310397,51.43266464917658
8741836554,34.064113567328874,51.48353000024325
8741745431,34.052268479729044,51.49432873282574
8743134866,34.124702734434095,51.35260154245052
8741144683,34.059014848321425,51.473233774538635
8746153648,34.0831322856877,51.44034963635312
8741133495,34.05408264912662,51.473572560105175
8748115165,33.901540443310836,51.764008769203066
