Postalcode,latitude,longitude
5613656639,38.24296195,48.29210762
5614714457,38.23935729,48.28230534
5616667133,38.26067259,48.27417288
5616985359,38.27763406,48.26104626
5616695198,38.26238653,48.2879741
5618954116,38.21653547,48.29739893
5614788353,38.24657387,48.28264236
5613643175,38.23914857,48.29494585
5619843437,38.22434513,48.30204042
5617755983,38.27699028,48.29080969
5615749433,38.23999078,48.2720326
5614975479,38.26322648,48.30516467
5618684555,38.24422707,48.31154539
5614654315,38.25162083,48.29444647
5616744551,38.27763713,48.26986105
5614616456,38.25030026,48.29304854
5613669485,38.24746118,48.29836174
5613813886,38.24289649,48.3079435
5613676719,38.24508452,48.30128322
5671636144,39.37366268,48.33389784
5691876583,39.65064114,47.91573002
5691746519,39.64856002,47.90971928
5691964699,39.65234213,47.93406606
5691667394,39.64218089,47.90445289
5691863786,39.64814689,47.91462892
5691947977,39.65584172,47.9241003
5671633167,39.36847976,48.32625779
5691775915,39.65381623,47.90554002
5691935415,39.6494346,47.93082538
5661661588,38.40562921,47.67235373
5661857711,38.39991817,47.68690124
5661916111,38.38269668,47.65789388
5661813165,38.3890695,47.68436411
5661835893,38.39315229,47.68605686
5661863868,38.39860696,47.69075145
5661877491,38.38510555,47.66666643
5661816536,38.38090677,47.68276407
5661753185,38.40672111,47.68302092
5661865363,38.39905184,47.68922559
5661975859,38.39296988,47.67877049
5661967594,38.39741729,47.6774227
5661744516,38.40606655,47.6794472
5661764547,38.40486616,47.6861863
5661664717,38.40436865,47.6790374
5661943851,38.39187255,47.66332314
5661835844,38.39373002,47.68572527
5661811599,38.38146975,47.68361597
5661615833,38.39355244,47.65353144
5661615831,38.39355244,47.65353144
5661754486,38.41038595,47.6828039
5661916519,38.38591478,47.65407309
5661636757,38.39563342,47.66681044
5661636770,38.395873,47.66737273
5661916519,38.38591478,47.65407309
5661615833,38.39355244,47.65353144
5661993563,38.38588291,47.66885708
5661865385,38.39878242,47.68972105
5661644111,38.4004968,47.66321668
5661634694,38.39728825,47.66744011
5661877146,38.38406438,47.66840383
5661744515,38.40606655,47.6794472
5661634694,38.39728825,47.66744011
5661877490,38.38510555,47.66666643
5661916519,38.38591478,47.65407309
5661863868,38.39860696,47.69075145
5661835831,38.39373492,47.68656331
5661831137,38.39472399,47.68594775
5661858366,38.40049976,47.68798649
5661764548,38.40466226,47.68589193
5651764564,39.04238881,48.06982392
5651614464,39.01887951,48.07443066
5651834165,39.0360166,48.08049793
5651838448,39.03825971,48.07749916
5651694376,39.01893604,48.08606832
5651653137,39.02327562,48.08023077
5651813343,39.02902024,48.08038042
